소득,연령,신용대출총잔액,장기보험사고접수건수,월납보험료,보험유지기간,리볼빙건수,현금서비스합계,대출한도소진율,은행계좌유지기간,신용카드일시불이용률,자동차사고접수건수,대출금액,금리,신용스코어,최근6개월내미상환대출총건수,대출유입경로,연체해제일로부터의기간,연체여부
0,35,6341,,159570,90,0,0,82.9,4565,55,,5000000,7.53,873,1,홈페이지,99999,0
38400000,51,0,2,420910,170,0,0,100,3998,85,0,4000000,9.05,946,1,홈페이지,99999,0
44800000,45,0,20,326680,174,0,0,99.2,3059,88,0,25000000,6.99,942,1,모바일앱,99999,0
50000000,49,9782,1,131320,169,1,5000,94.49,10604,45,0,20000000,9.28,850,0,홈페이지,99999,0
28800000,51,0,,587220,149,0,0,99.1,8485,93,,10000000,7.07,956,0,모바일앱,99999,0
31200000,53,22000,2,106660,67,1,0,0,8229,73,0,10000000,8.2,847,0,홈페이지,99999,0
29600000,42,7200,11,321420,134,0,0,99.33,5776,69,0,22200000,7.16,896,0,홈페이지,99999,0
39200000,67,0,40,251850,191,0,0,100,8233,78,3,10000000,8.88,965,0,모바일앱,99999,1
36000000,38,0,,172390,159,0,0,41.74,1638,81,,25000000,7.53,1000,0,모바일앱,99999,0
17600000,46,0,,238540,179,0,0,99.21,8675,96,,10000000,7.07,969,0,홈페이지,99999,0
24000000,41,38546,26,228410,174,3,0,89.68,8107,60,0,9650000,8.53,777,0,모바일앱,99999,0
34400000,31,11000,1,65330,112,1,0,100,2709,84,0,1000000,10.08,749,1,모바일앱,99999,0
39200000,61,64000,1,87670,165,0,0,95.78,12971,63,1,25000000,8.59,896,0,홈페이지,99999,0
28000000,44,10000,1,63900,86,1,0,74.29,3944,89,0,17820000,8.53,933,0,모바일앱,99999,0
32000000,45,2950,3,120320,204,0,0,100,5470,93,0,1000000,7.49,930,1,모바일앱,99999,0
18400000,66,24305,1,201130,97,1,400,0,8379,86,0,16000000,9.05,847,0,모바일앱,99999,0
16000000,42,39156,0,99270,119,1,0,90.02,6278,41,0,3000000,8.53,814,0,모바일앱,99999,0
24800000,50,20000,5,640280,200,0,0,94.8,11053,88,0,17000000,6.99,891,0,홈페이지,99999,0
20800000,45,47200,1,412980,32,0,0,0,7950,100,0,8920000,8.53,787,1,홈페이지,99999,0
31200000,29,0,1,61440,36,0,0,0,2738,17,0,18100000,9.11,898,0,모바일앱,99999,1
28800000,60,0,16,213560,103,0,0,0,6749,45,0,10000000,8.53,965,0,모바일앱,99999,0
47200000,43,146050,6,206160,94,0,0,92.99,5526,79,0,25000000,8.59,882,0,홈페이지,99999,0
50000000,41,88141,4,658950,59,2,4600,100,6208,74,1,3000000,8.53,765,1,모바일앱,99999,0
21600000,35,33570,3,110310,74,3,0,79.88,4151,74,0,5620000,9.11,801,1,모바일앱,99999,0
20800000,39,30800,14,138380,80,0,0,95.74,4326,93,0,3500000,8.53,909,0,홈페이지,99999,0
27200000,36,28000,0,59240,144,0,0,95.24,4462,47,0,10000000,10.08,750,2,모바일앱,99999,0
50000000,57,157000,0,421920,110,0,0,100,11549,71,1,3000000,9.01,840,1,모바일앱,99999,0
20800000,41,0,1,301660,124,0,0,100,4994,100,0,18200000,9.05,853,0,모바일앱,99999,0
25600000,60,0,55,135310,186,0,0,0,8164,59,0,10000000,7.45,922,2,모바일앱,219,0
30400000,54,34908,27,265020,157,3,0,98.12,10064,74,0,20000000,8.2,877,1,모바일앱,99999,0
39200000,58,35000,2,390600,155,0,0,97.24,8948,53,4,25000000,7.49,838,1,홈페이지,99999,0
20800000,49,15880,34,264620,95,1,0,50.23,4914,78,0,10680000,9.11,788,0,홈페이지,99999,0
50000000,49,40000,,528570,178,0,0,97.57,8439,100,,10000000,7.07,874,0,홈페이지,99999,0
35200000,34,25000,0,250000,53,0,0,94.79,3360,91,0,3000000,10.08,834,1,모바일앱,352,0
50000000,44,86919,1,54550,115,2,0,87.36,6635,108,0,25000000,8.72,846,1,모바일앱,99999,0
50000000,40,43451,3,155080,160,3,10534,89.47,5678,15,0,3000000,8.53,752,1,모바일앱,99999,0
32000000,51,51276,2,340890,217,2,3000,96.14,3485,49,0,9420000,10.08,778,0,모바일앱,99999,0
44000000,60,8200,5,960200,55,0,0,0,6028,74,2,20000000,8.2,846,2,모바일앱,99999,0
50000000,43,0,4,486870,116,0,0,99.83,5093,39,0,5000000,7.45,927,0,홈페이지,99999,0
29600000,46,983,10,495730,152,0,0,100,2834,118,0,1000000,9.11,930,1,모바일앱,99999,0
24000000,37,0,1,94490,70,1,0,98.25,1948,100,0,5000000,9.11,872,0,모바일앱,99999,0
28800000,32,0,2,264100,57,0,0,0,3921,15,0,20000000,8.53,945,0,모바일앱,99999,0
37600000,49,14205,5,82740,184,2,1800,0,9894,58,1,25000000,8.2,798,0,모바일앱,99999,0
50000000,60,100000,,179720,47,0,0,0,9199,91,,2000000,7.2,959,0,모바일웹,99999,0
25600000,51,24972,15,390940,105,2,0,91.26,8304,84,0,25000000,6.99,844,1,홈페이지,99999,0
31200000,48,0,,99660,215,0,0,0,4458,100,,25000000,7.53,967,0,홈페이지,99999,0
50000000,50,0,0,147220,103,0,0,85.18,6880,66,0,10000000,7.45,995,0,모바일앱,99999,0
29600000,43,816,3,159330,90,0,0,72.46,8470,35,0,2000000,7.45,860,0,모바일앱,99999,0
50000000,45,0,,313380,146,0,0,99.97,6741,100,,25000000,7.2,889,0,홈페이지,99999,0
50000000,50,98100,1,189650,95,0,0,100,7919,72,0,3000000,7.49,904,1,모바일앱,99999,0
44000000,40,101700,16,329240,153,0,0,99.46,4720,100,0,25000000,7.12,872,1,모바일앱,99999,0
20000000,48,14000,2,250670,132,0,0,100,9925,100,0,7000000,6.99,959,0,모바일앱,99999,0
50000000,52,0,12,737800,139,0,0,84.7,12400,100,0,25000000,6.98,941,0,모바일앱,99999,0
32000000,42,14233,,302880,111,0,0,97.16,7916,59,,10000000,7.2,864,0,모바일앱,99999,0
30400000,44,0,13,137860,156,0,0,100,4649,86,0,25000000,7.45,977,0,모바일앱,99999,0
25600000,50,69000,,76640,144,0,0,100,10244,41,,3000000,7.72,891,0,홈페이지,99999,0
21600000,40,56017,1,366400,32,0,0,43.61,4168,21,0,20000000,7.45,871,0,모바일앱,99999,0
48800000,55,29100,0,99450,132,1,0,0,12438,86,0,25000000,6.99,865,2,모바일앱,99999,0
43200000,38,55699,71,148250,127,0,0,90.94,4858,59,0,2000000,6.99,870,0,모바일앱,99999,0
40000000,45,1000,0,59700,82,0,0,86.21,5490,82,0,5000000,9.34,848,0,홈페이지,99999,0
50000000,59,0,0,2500000,120,0,0,99.97,4344,0,0,25000000,9.15,881,0,홈페이지,99999,0
33600000,38,0,1,207090,169,0,0,71.9,4823,97,1,25000000,7.45,948,1,모바일앱,99999,0
24800000,51,45479,14,171710,44,0,0,0,4771,54,0,20000000,7.52,836,1,모바일앱,99999,0
26400000,44,0,5,64570,103,0,0,96.49,5090,90,0,5000000,9.05,907,0,모바일앱,99999,0
36000000,64,0,37,129490,171,0,0,0,15016,100,0,25000000,7.17,924,2,모바일앱,99999,0
26400000,43,45770,0,143490,97,0,0,83.82,5071,0,0,23000000,9.05,871,0,모바일앱,99999,0
33600000,50,0,4,186040,166,0,0,96.12,9277,74,0,20000000,8.88,913,0,모바일앱,99999,0
37600000,65,0,,129490,175,0,0,100,15112,100,,1000000,7.07,987,0,모바일앱,99999,0
50000000,50,0,6,221810,154,0,0,29.16,5412,58,0,25000000,9.61,860,0,홈페이지,99999,0
21600000,47,13616,11,283850,102,0,0,0,3869,50,0,18900000,7.45,863,1,홈페이지,99999,0
30400000,47,2300,2,684290,153,0,0,99.82,8409,93,0,1000000,7.12,870,1,모바일앱,99999,0
50000000,51,63575,23,492290,123,3,0,99.9,7967,81,0,3000000,9.15,837,0,홈페이지,99999,0
20000000,42,0,65,346080,176,0,0,91.41,4880,100,0,19000000,7.12,956,1,모바일앱,99999,0
33600000,50,2759,4,144300,118,0,0,88.24,8726,85,0,2850000,6.98,893,0,홈페이지,99999,0
50000000,49,0,,584660,226,0,0,96.8,9012,90,,3000000,7.72,919,0,모바일앱,99999,0
20800000,42,0,,271620,134,0,0,93.03,5037,0,,17000000,7.53,949,0,모바일앱,99999,0
50000000,55,85354,0,287100,23,0,0,0,3436,73,0,25000000,8.72,875,0,모바일웹,99999,0
26400000,39,4722,2,83480,154,0,0,99.15,4386,79,0,7000000,7.44,903,1,모바일앱,99999,0
50000000,37,23505,13,190170,199,1,0,91.8,4304,67,0,20000000,7.52,878,0,모바일앱,99999,0
23200000,44,7572,,256640,134,0,0,91.08,8173,92,,3000000,7.53,856,3,모바일앱,99999,0
31200000,39,38291,2,122370,107,1,0,96.77,3371,76,1,3000000,9.61,870,0,모바일앱,99999,0
42400000,44,55000,1,275990,147,1,0,44.44,6353,88,0,2000000,9.34,909,0,홈페이지,99999,0
42400000,36,98750,23,88760,175,0,0,99.36,3604,66,1,3000000,7.49,877,1,모바일앱,99999,0
32000000,39,9666,5,227450,178,0,0,95.59,4549,49,0,15330000,7.45,930,1,모바일앱,99999,0
19200000,34,14580,0,381640,104,0,0,0,2381,54,0,1000000,9.61,909,0,홈페이지,99999,0
34400000,47,0,5,228450,122,3,0,100,3431,73,0,25000000,7.12,928,0,모바일앱,99999,0
37600000,37,23800,,80230,181,0,0,92.17,6082,100,,25000000,7.2,896,1,모바일앱,99999,0
17600000,67,3000,3,327370,168,0,0,100,4684,50,0,4400000,7.45,842,1,모바일앱,99999,0
28800000,38,0,2,477460,198,0,0,74.86,4046,44,1,22120000,9.61,894,0,모바일앱,99999,0
20000000,58,0,9,249810,103,0,0,96.11,7327,0,0,17470000,9.34,844,1,모바일앱,99999,0
34400000,54,0,,104250,22,1,500,0,8176,88,,3000000,7.07,851,1,모바일웹,99999,0
17600000,37,9366,7,87170,93,0,0,85.56,4287,89,0,9400000,9.61,873,0,모바일앱,99999,0
36000000,53,0,33,195660,147,0,0,47.52,12075,79,0,15000000,9.15,977,0,홈페이지,99999,0
35200000,46,0,17,151840,172,0,0,99.14,4859,100,0,5000000,6.99,909,0,모바일앱,99999,0
28800000,37,47710,3,221690,123,1,0,97.41,1807,88,0,25000000,9.05,836,1,모바일앱,99999,1
50000000,42,88616,0,182000,60,2,0,96.17,6075,84,0,10000000,9.05,865,1,모바일앱,99999,0
24000000,44,7913,10,72200,131,0,0,98.85,5356,0,0,11000000,9.05,858,0,모바일앱,99999,0
50000000,58,0,5,577960,132,0,0,100,8322,97,0,10000000,8.88,995,0,홈페이지,99999,0
50000000,33,48000,0,294220,50,0,0,93.73,2864,97,0,1000000,6.99,945,0,홈페이지,99999,0
38400000,58,5703,0,94560,148,0,0,100,4009,89,0,10000000,9.61,870,1,홈페이지,99999,0
20000000,41,21475,3,151380,30,1,0,0,7794,35,0,8950000,9.11,748,0,모바일앱,99999,0
42400000,45,150000,17,318790,181,0,0,98.9,5490,49,1,25000000,9.05,909,0,모바일앱,99999,0
36000000,41,155000,0,148460,138,0,0,47.85,6313,99,1,3000000,8.2,888,0,홈페이지,99999,0
50000000,55,25442,10,727560,127,2,0,92.65,4060,98,0,25000000,8.53,810,1,모바일앱,99999,0
50000000,42,60597,5,58410,128,0,0,100,3820,100,0,3000000,7.16,872,1,모바일앱,99999,0
23200000,35,17000,9,347670,50,0,0,0,3934,26,0,20300000,7.45,865,0,모바일앱,99999,0
50000000,49,0,8,360270,169,0,0,0,4688,60,1,25000000,6.99,943,1,모바일앱,99999,0
16000000,47,4334,4,115550,116,0,0,96.46,4650,80,0,3000000,8.53,870,1,모바일앱,99999,0
50000000,46,70000,9,84370,135,0,0,92.67,7739,81,0,25000000,6.99,859,1,모바일앱,99999,0
33600000,50,2759,4,144300,118,0,0,88.24,8726,85,0,1000000,6.98,893,0,홈페이지,99999,0
50000000,43,41700,4,237790,115,0,0,100,7694,93,2,3000000,8.07,919,1,모바일앱,99999,0
22400000,32,0,9,295380,59,0,0,0,3520,69,0,19000000,9.61,976,0,모바일앱,99999,0
22400000,43,0,,454180,117,0,0,97.59,8573,40,,5000000,7.2,860,0,모바일앱,290,0
36000000,52,5000,4,294400,154,1,0,99.55,5963,80,1,5000000,7.12,860,1,모바일앱,99999,0
28800000,45,3646,10,83830,90,1,0,0,4331,63,0,4900000,10.08,920,1,모바일앱,99999,0
50000000,48,0,,157420,170,0,0,94.87,7050,94,,25000000,7.2,995,0,홈페이지,99999,0
46400000,48,92000,9,272240,34,1,13500,0,10183,44,0,8000000,9.11,791,1,홈페이지,99999,0
48000000,39,0,9,809950,113,0,0,90.7,6661,62,0,5000000,8.53,923,1,모바일웹,99999,0
47200000,43,27540,5,109190,40,2,0,7.22,5754,87,2,8780000,8.53,839,1,모바일앱,99999,0
32000000,51,22000,2,296490,43,0,0,0,5793,31,0,25000000,7.16,907,0,모바일앱,99999,0
50000000,44,79266,5,298120,185,2,5000,99.8,6493,30,1,3000000,9.11,759,1,모바일앱,99999,0
21600000,42,0,0,182410,130,0,0,100,3101,100,0,2000000,9.61,926,0,모바일앱,99999,0
18400000,43,21490,0,218690,157,2,5694,95.51,8005,11,0,4200000,8.53,775,0,모바일앱,99999,0
30400000,35,73640,0,75170,124,1,1000,91.32,3184,93,0,3000000,10.08,801,1,모바일앱,99999,0
50000000,50,10000,1,218940,118,0,0,96.23,8653,62,0,10000000,9.34,893,0,모바일앱,99999,0
37600000,48,1500,1,132800,66,0,0,74.13,8336,77,0,15000000,7.44,872,1,모바일앱,99999,0
21600000,53,43500,3,151600,84,0,0,94.87,2479,82,0,3000000,9.61,848,0,모바일앱,99999,0
18400000,47,24852,0,694840,26,6,27722,100,4689,11,0,3000000,10.08,752,1,모바일앱,99999,0
25600000,39,28000,8,65450,103,0,0,84.41,3913,92,0,18000000,7.49,907,0,모바일웹,99999,0
50000000,52,49281,3,167080,91,0,0,86.26,940,58,0,20000000,10.08,815,0,홈페이지,99999,0
31200000,52,10804,4,378890,160,0,0,99.92,0,0,0,12000000,10.08,815,0,홈페이지,99999,0
26400000,58,15000,,384920,124,1,0,93.63,4814,50,,15000000,7.53,854,1,모바일앱,99999,0
42400000,34,72300,0,271480,92,0,0,0,4432,53,0,7730000,8.53,873,0,모바일앱,99999,0
50000000,45,0,5,118740,160,0,0,99.86,1659,100,0,25000000,7.06,895,0,모바일앱,99999,0
24800000,36,32000,40,62670,171,1,0,86.03,5698,13,0,25000000,8.72,910,1,홈페이지,99999,0
27200000,47,23244,15,137860,154,1,0,0,4095,52,0,20000000,9.05,884,0,모바일앱,99999,0
25600000,53,15000,2,317380,234,0,0,99.9,8436,83,0,15000000,9.28,936,0,홈페이지,99999,0
39200000,61,7319,,67530,154,2,0,99.46,13240,58,,15000000,7.2,883,0,모바일앱,99999,0
29600000,42,15051,11,251160,176,3,6515,98.86,4942,31,0,3000000,8.53,823,0,모바일앱,99999,0
21600000,57,14975,21,1776800,155,0,0,99.56,8303,95,0,18000000,9.01,912,1,홈페이지,99999,0
50000000,45,0,6,332830,55,0,0,0,6978,100,0,20000000,7.12,995,0,모바일앱,99999,0
50000000,44,55700,1,121460,122,0,0,0,3718,90,0,25000000,7.03,954,0,모바일앱,99999,0
50000000,57,0,,444820,334,0,0,0,7971,96,,25000000,7.07,969,0,모바일앱,99999,0
21600000,34,4302,1,80140,79,0,0,95.38,5262,65,0,14000000,9.11,825,0,모바일앱,99999,0
44800000,49,23260,,73680,112,1,0,0,8061,75,,5910000,7.72,887,0,모바일앱,99999,0
33600000,40,0,,200080,99,0,0,0,5668,93,,25000000,7.53,956,1,모바일앱,99999,0
29600000,39,15000,5,62050,167,0,0,97.69,2304,78,0,23300000,8.53,959,0,모바일앱,99999,0
45600000,49,105000,48,302130,192,0,0,100,5957,77,1,8000000,8.59,909,0,홈페이지,99999,0
40000000,53,0,0,100000,76,0,0,0,6308,100,0,16000000,7.16,895,0,홈페이지,99999,0
25600000,49,8744,15,779940,134,1,0,86.41,7820,55,0,7000000,9.28,888,0,모바일앱,99999,0
23200000,36,0,8,424280,101,0,0,89.76,4165,54,0,20250000,9.34,936,0,모바일앱,99999,0
33600000,41,20000,0,449640,158,0,0,73.98,4185,40,2,25000000,9.61,881,0,모바일앱,99999,0
28800000,32,27739,2,246630,135,2,6500,99.81,4095,41,0,9220000,9.11,751,0,모바일앱,99999,0
40800000,41,23703,0,175940,120,1,0,98.19,7065,71,0,10000000,9.05,862,0,모바일앱,99999,0
32000000,52,0,1,309170,31,0,0,0,7628,65,0,20000000,6.99,995,0,모바일앱,99999,0
25600000,30,1983,1,139420,73,0,0,100,3386,35,0,1010000,10.08,764,0,모바일앱,99999,0
20800000,43,0,8,96340,255,0,0,0,0,0,0,3000000,10.08,801,0,모바일앱,99999,0
31200000,50,0,0,344090,31,0,0,0,7055,74,0,20000000,6.99,926,0,모바일앱,99999,0
36000000,43,20000,,507340,142,0,0,88.01,3461,58,,25000000,7.53,888,0,모바일앱,99999,0
50000000,57,24400,17,244320,205,0,0,97.34,4474,99,0,12000000,7.03,909,0,홈페이지,99999,0
47200000,45,0,16,887410,272,0,0,56.39,7711,100,0,20000000,8.88,995,0,모바일웹,99999,0
40800000,45,34160,2,264740,176,0,0,95.84,8197,60,0,5000000,9.05,843,1,홈페이지,99999,0
48000000,47,0,2,130740,129,0,0,96.66,8822,56,0,15000000,7.04,995,0,모바일앱,99999,0
23200000,49,36358,13,250270,158,3,2960,98.01,3989,54,0,3000000,8.53,755,0,모바일웹,99999,1
17600000,45,4500,2,76430,154,0,0,100,6235,56,1,1000000,8.53,909,0,모바일앱,99999,0
36000000,62,0,41,310930,242,1,0,100,9275,82,0,20000000,8.88,901,0,모바일앱,99999,0
22400000,46,4840,0,175070,152,0,0,93.75,5089,86,0,5000000,7.12,930,1,모바일앱,99999,0
21600000,46,0,2,98720,65,1,3300,100,593,44,0,3000000,10.08,816,0,모바일앱,99999,0
50000000,52,0,,266990,98,0,0,95.87,10067,67,,25000000,7.07,956,0,홈페이지,99999,0
26400000,48,50000,0,199090,127,0,0,91.14,4172,39,0,14000000,8.53,949,0,홈페이지,99999,0
27200000,53,3555,37,290000,201,0,0,94.59,10268,0,0,25000000,7.12,860,0,모바일앱,99999,0
36000000,43,42300,2,120780,164,0,0,99.04,7673,62,0,5000000,9.28,909,0,홈페이지,327,0
21600000,52,22523,0,138830,87,3,20380,95.99,3901,52,0,1000000,10.08,751,2,홈페이지,99999,0
40000000,60,0,0,400000,130,0,0,94.57,9573,78,0,25000000,9.15,948,0,홈페이지,99999,0
0,37,6200,36,385780,59,0,0,100,5908,66,0,1000000,7.19,846,0,모바일앱,99999,0
28000000,49,0,0,751970,129,0,0,100,4096,73,1,25000000,7.2,982,0,모바일앱,99999,0
50000000,43,0,0,200000,141,0,0,95.01,5563,100,0,10000000,8.72,977,0,모바일앱,99999,0
25600000,37,39000,0,104160,51,0,0,0,6214,100,0,1000000,8.72,877,0,모바일앱,99999,0
29600000,43,4654,7,461990,190,1,0,84.77,5130,84,1,25000000,7.45,943,0,모바일앱,99999,0
16000000,51,5000,27,723270,203,0,0,81.43,6124,100,0,15600000,8.72,943,0,모바일앱,99999,0
40800000,37,10000,2,256230,38,0,0,0,1826,50,0,10000000,10.08,863,1,모바일앱,99999,0
23200000,41,0,5,199770,183,0,0,90.51,6888,92,0,20300000,7.49,967,0,모바일앱,99999,0
24000000,36,11545,2,52660,38,0,0,0,5096,8,0,14450000,9.11,877,3,모바일앱,99999,0
47200000,44,54200,6,59280,134,0,0,75.89,6763,64,0,3000000,8.2,791,1,모바일앱,99999,0
44000000,51,34000,3,223590,159,0,0,93.9,8451,91,0,4760000,9.15,909,0,모바일앱,99999,0
38400000,58,3420,0,124260,145,0,0,86.67,3918,84,0,10000000,8.2,891,0,모바일앱,99999,1
43200000,38,55608,71,148250,127,0,0,90.94,4857,59,0,1000000,6.99,883,0,모바일앱,99999,0
21600000,40,6533,,107860,40,0,0,0,6063,86,,8000000,7.53,842,1,모바일앱,99999,0
27200000,39,7542,0,80350,122,1,0,99.02,6077,71,0,2000000,9.11,821,2,모바일앱,1029,0
28000000,36,12000,1,174160,115,0,0,99.11,4879,73,0,1000000,7.16,846,1,홈페이지,99999,0
28000000,38,9024,9,446080,41,0,0,92.98,6208,57,0,3000000,7.45,935,1,모바일앱,99999,0
32800000,44,34570,0,64680,177,0,0,69.16,7223,84,0,3000000,8.53,834,1,홈페이지,99999,0
50000000,46,58422,0,117910,161,1,0,86.73,8765,98,0,10000000,9.11,796,2,모바일앱,99999,0
31200000,53,0,3,51080,121,0,0,100,10397,0,0,1500000,9.28,954,0,모바일앱,99999,0
40000000,54,20000,,66900,178,0,0,98.61,11099,57,,25000000,7.2,909,0,모바일앱,99999,0
23200000,46,10000,4,681870,144,0,0,98.82,4116,60,0,10000000,9.05,920,1,모바일앱,99999,0
35200000,42,25277,,93010,173,2,0,94.82,6085,93,,3840000,7.53,842,0,모바일앱,99999,0
50000000,43,0,1,279840,57,0,0,89.82,7849,100,1,3000000,10.08,786,0,홈페이지,99999,0
17600000,69,0,0,211890,96,0,0,0,5808,90,0,17160000,7.16,907,0,모바일앱,99999,0
24000000,37,0,9,322260,89,0,0,65.43,4949,0,1,22650000,8.53,995,0,모바일앱,99999,0
50000000,38,20000,1,207090,167,0,0,85.5,4769,97,0,25000000,7.19,951,1,모바일앱,99999,0
49600000,46,0,0,396850,174,0,0,95.34,8049,100,0,12000000,6.98,948,0,모바일웹,99999,0
19200000,53,5000,0,51030,111,0,0,0,6978,86,0,10000000,7.12,880,1,모바일앱,99999,0
50000000,45,19459,23,79060,169,1,6500,0,1934,48,0,17000000,10.08,755,0,모바일앱,99999,1
18400000,44,36014,1,755900,42,3,0,0,5531,41,1,3000000,8.53,759,0,모바일앱,99999,0
28800000,47,0,8,315470,270,0,0,88.24,3891,64,0,20000000,8.2,909,0,홈페이지,99999,0
32800000,34,15545,8,544190,60,2,0,0,4074,87,0,8000000,8.53,834,0,모바일앱,99999,0
20800000,38,0,5,273520,129,0,0,81.92,0,0,0,3000000,10.08,801,0,모바일앱,99999,0
33600000,42,0,12,388690,96,0,0,96.68,5783,98,2,5000000,8.72,904,0,모바일앱,99999,0
50000000,47,50000,,200000,144,1,0,99.12,8465,99,,15000000,7.2,959,0,홈페이지,99999,0
17600000,32,9000,0,121020,38,0,0,7.58,3626,62,0,11000000,9.11,797,1,모바일앱,99999,0
25600000,41,18994,14,82430,142,2,0,87.38,7720,63,0,3370000,10.08,750,3,홈페이지,99999,0
24800000,37,0,,101840,174,0,0,100,4368,100,,24000000,7.2,1000,0,모바일앱,99999,0
36800000,53,17833,9,489540,163,0,0,81.4,7356,28,0,15000000,7.44,844,1,모바일앱,99999,0
33600000,39,0,10,144140,161,3,0,0,6028,68,0,25000000,7.12,928,1,모바일앱,99999,0
28000000,45,12220,10,683080,69,0,0,69.04,4068,64,0,3000000,9.11,828,0,모바일앱,99999,0
32000000,55,0,15,299740,172,0,0,0,7056,98,0,25000000,9.05,995,0,홈페이지,99999,0
26400000,44,0,11,134620,153,0,0,0,4546,75,0,23100000,9.34,967,0,모바일앱,99999,0
19200000,43,3000,21,478360,115,0,0,98.39,5021,27,0,16240000,7.53,907,1,모바일앱,99999,0
18400000,40,13500,2,176130,98,3,12300,80.59,6174,5,0,5640000,8.53,832,0,모바일앱,99999,0
27200000,41,0,11,229380,169,0,0,98.81,2872,85,0,20000000,8.72,853,2,홈페이지,99999,0
42400000,43,5778,,61220,106,0,0,90.91,4718,51,,25000000,7.2,870,0,홈페이지,99999,0
33600000,54,0,,3327470,209,0,0,94.78,8163,36,,20000000,7.2,909,0,모바일앱,99999,0
42400000,43,26300,23,163400,169,0,0,99.81,7057,83,0,25000000,7.49,894,1,모바일앱,99999,0
50000000,41,57500,6,172460,187,0,0,100,7040,100,0,10000000,7.45,837,1,모바일앱,99999,0
16000000,43,0,40,268480,158,0,0,96.46,4380,82,1,15600000,7.11,995,0,모바일앱,99999,0
26400000,42,0,12,134340,109,0,0,100,4009,80,0,25000000,7.12,985,0,모바일앱,99999,0
40000000,31,30000,0,161020,104,0,0,0,3683,85,1,20000000,7.16,959,0,모바일앱,99999,0
50000000,43,0,6,352430,236,0,0,0,5431,100,0,25000000,7.49,995,0,모바일웹,99999,0
25600000,42,3833,3,267220,30,0,0,0,6187,88,0,2500000,7.19,883,0,모바일앱,99999,0
0,49,6000,1,50850,169,0,0,0,7893,78,0,10000000,8.72,872,2,모바일앱,99999,0
41600000,41,195300,5,311740,179,0,0,100,7092,92,0,25000000,7.49,896,0,모바일앱,99999,0
36800000,36,31900,0,313380,143,0,0,0,3691,100,1,25000000,9.01,896,1,홈페이지,99999,0
30400000,37,47100,6,202060,176,0,0,0,5141,87,0,6000000,7.5,901,1,모바일앱,99999,0
25600000,42,0,3,86290,94,0,0,0,6403,90,0,8000000,7.03,964,0,모바일앱,99999,0
50000000,54,33300,,627570,170,0,0,99.84,8946,92,,15000000,7.2,851,2,홈페이지,99999,0
50000000,48,30000,11,181310,178,0,0,68.73,4390,98,0,25000000,7.12,941,0,모바일앱,99999,0
33600000,31,18000,11,126680,168,0,0,100,3471,85,0,5000000,9.34,959,0,모바일앱,99999,0
50000000,58,0,23,270320,147,0,0,97.63,10425,97,0,25000000,7.49,844,1,홈페이지,99999,0
17600000,39,20000,15,243230,170,0,0,93.9,4775,96,0,13770000,7.16,946,0,모바일앱,99999,0
38400000,40,0,1,109030,90,0,0,94.42,4110,93,0,25000000,7.11,946,1,모바일앱,99999,0
39200000,55,13319,,395480,59,0,0,0,2233,70,,18000000,7.53,847,0,모바일앱,99999,0
40800000,53,0,19,231060,174,1,0,96.49,8470,94,0,25000000,7.12,974,0,모바일앱,99999,0
32000000,40,10000,8,273360,76,0,0,94.16,5755,98,0,25000000,6.99,912,0,모바일앱,99999,0
19200000,53,0,0,51030,111,0,0,0,6975,86,0,5000000,6.99,919,0,모바일앱,99999,0
18400000,38,0,0,147610,122,0,0,98.09,5117,34,0,4500000,9.34,871,0,홈페이지,99999,0
47200000,46,40000,3,149460,107,0,0,65.57,8441,91,1,15000000,7.45,869,1,홈페이지,99999,0
36000000,48,35000,13,279780,169,0,0,96.71,10752,100,0,25000000,9.01,861,1,모바일앱,99999,0
32000000,52,19666,1,309170,31,0,0,0,7646,59,0,5000000,7.12,894,1,모바일앱,99999,0
50000000,47,0,18,175950,123,0,0,0,2243,61,0,25000000,7.45,995,0,모바일웹,99999,0
50000000,47,75000,10,444930,168,0,0,99.26,3747,76,0,25000000,7.45,901,1,모바일앱,99999,0
24800000,42,0,,85100,39,1,0,88.89,7192,56,,3000000,7.53,951,0,모바일앱,99999,0
30400000,54,2733,,1003530,209,0,0,99.79,7127,92,,3000000,7.53,856,1,모바일앱,99999,0
45600000,39,40000,10,364770,190,0,0,30.77,6777,83,0,2000000,6.99,959,0,홈페이지,99999,0
50000000,39,82417,1,884140,28,3,0,0,1792,100,1,13000000,10.08,767,0,모바일앱,99999,0
48000000,47,142000,,361980,157,0,0,100,9051,60,,3000000,7.07,909,0,모바일앱,99999,0
29600000,64,41500,2,314080,154,1,0,100,6803,31,0,3000000,7.11,850,0,홈페이지,99999,0
16000000,41,1652,1,108790,192,1,0,98.84,8543,88,0,1000000,9.61,870,1,모바일앱,179,0
0,46,40000,3,149460,107,0,0,65.57,8441,91,1,10000000,7.45,869,1,모바일앱,99999,0
37600000,45,29707,1,205060,122,0,0,67.11,7552,74,0,10000000,8.2,844,0,모바일앱,99999,0
26400000,28,0,5,129100,92,0,0,98.55,1847,74,0,1000000,9.28,885,0,모바일앱,99999,0
28000000,40,4117,1,74650,57,0,0,0,5174,0,0,23650000,8.53,933,0,모바일앱,99999,0
29600000,41,0,,121360,154,0,0,97.28,6880,86,,25000000,7.2,979,0,모바일앱,99999,0
